unique-id,title,authors,doi,pmid,eissn,issn,advanced_online_year,year,month,journal,number,volume,pages
WOS:000446577900013,Treatment of a metabolic liver disease by in vivo genome base editing in adult mice,"Villiger,Lukas|Grisch-Chan,Hiu|Lindsay,Helen|Ringnalda,Femke|Pogliano,Chiara B.|Allegri,Gabriella|Fingerhut,Ralph|Haberle,Johannes|Matos,Joao|Robinson,Mark D.|Thony,Beat|Schwank,Gerald",10.1038/s41591-018-0209-1,30297904,1546-170X,1078-8956,,2018,October,NATURE MEDICINE,10,24,1519+
WOS:000358378900040,Genetic modification of the diarrhoeal pathogen Cryptosporidium parvum,"Vinayak,Sumiti|Pawlowic,Mattie C.|Sateriale,Adam|Brooks,Carrie F.|Studstill,Caleb J.|Bar-Peled,Yael|Cipriano,Michael J.|Striepen,Boris",10.1038/nature14651,26176919,1476-4687,0028-0836,,2015,July,NATURE,7561,523,477-U232
WOS:000246325400008,"Regulation of dev, an operon that includes genes essential for Myxococcus xanthus development and CRISPR-associated genes and repeats","Viswanathan,Poorna|Murphy,Kimberly|Julien,Bryan|Garza,Anthony G.|Kroos,Lee",10.1128/JB.00187-07,17369305,,0021-9193,,2007,May,JOURNAL OF BACTERIOLOGY,10,189,3738-3750
WOS:000381210900016,Repurposing the CRISPR-Cas9 system for targeted DNA methylation,"Vojta,Aleksandar|Dobrinic,Paula|Tadic,Vanja|Bockor,Luka|Korac,Petra|Julg,Boris|Klasic,Marija|Zoldos,Vlatka",10.1093/nar/gkw159,26969735,1362-4962,0305-1048,,2016,July,NUCLEIC ACIDS RESEARCH,12,44,5615-5628
WOS:000383613500004,Next stop for the CRISPR revolution: RNA-guided epigenetic regulators,"Vora,Suhani|Tuttle,Marcelle|Cheng,Jenny|Church,George",10.1111/febs.13768,27248712,1742-4658,1742-464X,,2016,September,FEBS JOURNAL,17,283,3181-3193
WOS:000321699500014,Plant Genome Engineering with Sequence-Specific Nucleases,"Voytas,Daniel F.",10.1146/annurev-arplant-042811-105552,23451779,,1543-5008,,2013,,,,64,327-350
WOS:000337972900004,Precision Genome Engineering and Agriculture: Opportunities and Regulatory Challenges,"Voytas,Daniel F.|Gao,Caixia",10.1371/journal.pbio.1001877,24915127,,1545-7885,,2014,June,PLOS BIOLOGY,6,12,
WOS:000216592400005,A Candida Albicans CRISPR System Permits Genetic Engineering of Essential Genes and Gene Families,"Vyas,Valmik K.|Barrasa,M. Inmaculada|Fink,Gerald R.",10.1126/sciadv.1500248,25977940,,2375-2548,,2015,April,Science Advances,3,1,
WOS:000074968800051,Full-term development of mice from enucleated oocytes injected with cumulus cell nuclei,"Wakayama,T|Perry,ACF|Zuccotti,M|Johnson,KR|Yanagimachi,R",10.1038/28615,9690471,1476-4687,0028-0836,,1998,July,NATURE,6691,394,369-374
WOS:000349334100013,One-step generation of p53 gene biallelic mutant Cynomolgus monkey via the CRISPR/Cas system,"Wan,Haifeng|Feng,Chunjing|Teng,Fei|Yang,Shihua|Hu,Baoyang|Niu,Yuyu|Xiang,Andy|Fang,Weizhen|Ji,Weizhi|Li,Wei|Zhao,Xiaoyang|Zhou,Qi",10.1038/cr.2014.158,25430965,1748-7838,1001-0602,,2015,February,CELL RESEARCH,2,25,258-261
WOS:A1995QH48300066,TARGETED MUTAGENESIS IN MAMMALIAN-CELLS MEDIATED BY INTRACELLULAR TRIPLE-HELIX FORMATION,"WANG,G|LEVY,DD|SEIDMAN,MM|GLAZER,PM",,7862165,,0270-7306,,1995,March,MOLECULAR AND CELLULAR BIOLOGY,3,15,1759-1768
WOS:000287344900015,Interaction of the Cas6 Riboendonuclease with CRISPR RNAs: Recognition and Cleavage,"Wang,Ruiying|Preamplume,Gan|Terns,Michael P.|Terns,Rebecca M.|Li,Hong",10.1016/j.str.2010.11.014,21300293,,0969-2126,,2011,February,STRUCTURE,2,19,257-264
WOS:000309056200011,A new type V toxin-antitoxin system where mRNA for toxin GhoT is cleaved by antitoxin GhoS,"Wang,Xiaoxue|Lord,Dana M.|Cheng,Hsin-Yao|Osbourne,Devon O.|Hong,Seok|Sanchez-Torres,Viviana|Quiroga,Cecilia|Zheng,Kevin|Herrmann,Torsten|Peti,Wolfgang|Benedik,Michael J.|Page,Rebecca|Wood,Thomas K.",10.1038/NCHEMBIO.1062,22941047,1552-4469,1552-4450,,2012,October,NATURE CHEMICAL BIOLOGY,10,8,855-861
WOS:000318844000018,One-Step Generation of Mice Carrying Mutations in Multiple Genes by CRISPR/Cas-Mediated Genome Engineering,"Wang,Haoyi|Yang,Hui|Shivalila,Chikdu S.|Dawlaty,Meelad M.|Cheng,Albert W.|Zhang,Feng|Jaenisch,Rudolf",10.1016/j.cell.2013.04.025,23643243,,0092-8674,,2013,May,Cell,4,153,910-918
WOS:000328072600012,The CRISPR/Cas System mediates efficient genome engineering in Bombyx mori,"Wang,Yueqiang|Li,Zhiqian|Xu,Jun|Zeng,Baosheng|Ling,Lin|You,Lang|Chen,Yazhou|Huang,Yongping|Tan,Anjiang",10.1038/cr.2013.146,24165890,1748-7838,1001-0602,,2013,December,CELL RESEARCH,12,23,1414-1416
WOS:000329162000052,Genetic Screens in Human Cells Using the CRISPR-Cas9 System,"Wang,Tim|Wei,Jenny J.|Sabatini,David M.|Lander,Eric S.",10.1126/science.1246981,24336569,1095-9203,0036-8075,,2014,January,Science,6166,343,80-84
WOS:000342600300035,Simultaneous editing of three homoeoalleles in hexaploid bread wheat confers heritable resistance to powdery mildew,"Wang,Yanpeng|Cheng,Xi|Shan,Qiwei|Zhang,Yi|Liu,Jinxing|Gao,Caixia|Qiu,Jin-Long",10.1038/nbt.2969,25038773,1546-1696,1087-0156,,2014,September,NATURE BIOTECHNOLOGY,9,32,947-951
WOS:000352017700001,Markerless chromosomal gene deletion in Clostridium beijerinckii using CRISPR/Cas9 system,"Wang,Yi|Zhang,Zhong-Tian|Seo,Seung-Oh|Choi,Kijoong|Lu,Ting|Jin,Yong-Su|Blaschek,Hans P.",10.1016/j.jbiotec.2015.02.005,25680931,1873-4863,0168-1656,,2015,April,JOURNAL OF BIOTECHNOLOGY,,200,1-5
WOS:000366422600045,Identification and characterization of essential genes in the human genome,"Wang,Tim|Birsoy,Kivanc|Hughes,Nicholas W.|Krupczak,Kevin M.|Post,Yorick|Wei,Jenny J.|Lander,Eric S.|Sabatini,David M.",10.1126/science.aac7041,26472758,1095-9203,0036-8075,,2015,November,SCIENCE,6264,350,1096-1101
WOS:000358117600002,Egg cell-specific promoter-controlled CRISPR/Cas9 efficiently generates homozygous mutants for multiple target genes in Arabidopsis in a single generation,"Wang,Zhi-Ping|Xing,Hui-Li|Dong,Li|Zhang,Hai-Yan|Han,Chun-Yan|Wang,Xue-Chen|Chen,Qi-Jun",10.1186/s13059-015-0715-0,26193878,,1474-760X,,2015,July,GENOME BIOLOGY,,16,
WOS:000349198800023,Unbiased detection of off-target cleavage by CRISPR-Cas9 and TALENs using integrase-defective lentiviral vectors,"Wang,Xiaoling|Wang,Yebo|Wu,Xiwei|Wang,Jinhui|Wang,Yingjia|Qiu,Zhaojun|Chang,Tammy|Huang,He|Lin,Ren-Jang|Yee,Jiing-Kuan",10.1038/nbt.3127,25599175,1546-1696,1087-0156,,2015,February,NATURE BIOTECHNOLOGY,2,33,175-178
WOS:000361846500030,CDK7-Dependent Transcriptional Addiction in Triple-Negative Breast Cancer,"Wang,Yubao|Zhang,Tinghu|Kwiatkowski,Nicholas|Abraham,Brian J.|Lee,Tong|Xie,Shaozhen|Yuzugullu,Haluk|Von,Thanh|Li,Heyuan|Lin,Ziao|Stover,Daniel G.|Lim,Elgene|Wang,Zhigang C.|Iglehart,J. Dirk|Young,Richard A.|Gray,Nathanael S.|Zhao,Jean J.",10.1016/j.cell.2015.08.063,26406377,1097-4172,0092-8674,,2015,September,CELL,1,163,174-186
WOS:000372014200040,Efficient delivery of genome-editing proteins using bioreducible lipid nanoparticles,"Wang,Ming|Zuris,John A.|Meng,Fantao|Rees,Holly|Sun,Shuo|Deng,Pu|Han,Yong|Gao,Xue|Pouli,Dimitra|Wu,Qi|Georgakoudi,Irene|Liu,David R.|Xu,Qiaobing",10.1073/pnas.1520244113,26929348,,0027-8424,,2016,March,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,11,113,2868-2873
WOS:000376748000001,An RNA-aptamer-based two-color CRISPR labeling system,"Wang,Siyuan|Su,Jun-Han|Zhang,Feng|Zhuang,Xiaowei",10.1038/srep26857,27229896,,2045-2322,,2016,May,SCIENTIFIC REPORTS,,6,
WOS:000379324700011,CRISPR/Cas9 in Genome Editing and Beyond,"Wang,Haifeng|Russa,Marie|Qi,Lei S.",10.1146/annurev-biochem-060815-014607,27145843,,0066-4154,,2016,,,,85,227-264
WOS:000374498900004,CRISPR/Cas9-Derived Mutations Both Inhibit HIV-1 Replication and Accelerate Viral Escape,"Wang,Zhen|Pan,Qinghua|Gendron,Patrick|Zhu,Weijun|Guo,Fei|Cen,Shan|Wainberg,Mark A.|Liang,Chen",10.1016/j.celrep.2016.03.042,27068471,,2211-1247,,2016,April,CELL REPORTS,3,15,481-489
WOS:000380183000021,"Bacterial Genome Editing with CRISPR-Cas9: Deletion, Integration, Single Nucleotide Modification, and Desirable ``Clean'' Mutant Selection in Clostridium beijerinckii as an Example","Wang,Yi|Zhang,Zhong-Tian|Seo,Seung-Oh|Lynn,Patrick|Lu,Ting|Jin,Yong-Su|Blaschek,Hans P.",10.1021/acssynbio.6b00060,27115041,,2161-5063,,2016,July,ACS SYNTHETIC BIOLOGY,7,5,721-732
WOS:000386983600013,Applications of CRISPR Genome Engineering in Cell Biology,"Wang,Fangyuan|Qi,Lei S.",10.1016/j.tcb.2016.08.004,27599850,1879-3088,0962-8924,,2016,November,TRENDS IN CELL BIOLOGY,"11, SI",26,875-888
WOS:000371194300015,CRISPR-Cas9 Can Inhibit HIV-1 Replication but NHEJ Repair Facilitates Virus Escape,"Wang,Gang|Zhao,Na|Berkhout,Ben|Das,Atze T.",10.1038/mt.2016.24,26796669,1525-0024,1525-0016,,2016,March,MOLECULAR THERAPY,3,24,522-526
WOS:000396284800017,Gene Essentiality Profiling Reveals Gene Networks and Synthetic Lethal Interactions with Oncogenic Ras,"Wang,Tim|Yu,Haiyan|Hughes,Nicholas W.|Liu,Bingxu|Kendirli,Arek|Klein,Klara|Chen,Walter W.|Lander,Eric S.|Sabatini,David M.",10.1016/j.cell.2017.01.013,28162770,1097-4172,0092-8674,,2017,February,CELL,5,168,890+
WOS:000450328800022,CRISPR-Mediated Programmable 3D Genome Positioning and Nuclear Organization,"Wang,Haifeng|Xu,Xiaoshu|Nguyen,Cindy M.|Liu,Yanxia|Gao,Yuchen|Lin,Xueqiu|Daley,Timothy|Kipniss,Nathan H.|Russa,Marie|Qi,Lei S.",10.1016/j.cell.2018.09.013,30318144,1097-4172,0092-8674,,2018,November,CELL,5,175,1405+
WOS:000426845500036,Mapping a functional cancer genome atlas of tumor suppressors in mouse liver using AAV-CRISPR-mediated direct in vivo screening,"Wang,Guangchuan|Chow,Ryan D.|Ye,Lupeng|Guzman,Christopher D.|Dai,Xiaoyun|Dong,Matthew B.|Zhang,Feng|Sharp,Phillip A.|Platt,Randall J.|Chen,Sidi",10.1126/sciadv.aao5508,29503867,,2375-2548,,2018,February,SCIENCE ADVANCES,2,4,
WOS:000459890700004,Integrative analysis of pooled CRISPR genetic screens using MAGeCKFlute,"Wang,Binbin|Wang,Mei|Zhang,Wubing|Xiao,Tengfei|Chen,Chen-Hao|Wu,Alexander|Wu,Feizhen|Traugh,Nicole|Wang,Xiaoqing|Li,Ziyi|Mei,Shenglin|Cui,Yingbo|Shi,Sailing|Lipp,Jesse|Hinterndorfer,Matthias|Zuber,Johannes|Brown,Myles|Li,Wei|Liu,X. Shirley",10.1038/s41596-018-0113-7,30710114,1750-2799,1754-2189,,2019,March,NATURE PROTOCOLS,3,14,756-780
WOS:000263688200014,Regulatory RNAs in Bacteria,"Waters,Lauren S.|Storz,Gisela",10.1016/j.cell.2009.01.043,19239884,1097-4172,0092-8674,,2009,February,CELL,4,136,615-628
WOS:000447337200018,Systematic discovery of natural CRISPR-Cas12a inhibitors,"Watters,Kyle E.|Fellmann,Christof|Bai,Hua B.|Ren,Shawn M.|Doudna,Jennifer A.",10.1126/science.aau5138,30190307,1095-9203,0036-8075,,2018,October,SCIENCE,6411,362,236-239
WOS:000360005600027,Opinion: Is CRISPR-based gene drive a biocontrol silver bullet or global conservation threat?,"Webber,Bruce L.|Raghu,S.|Edwards,Owain R.",10.1073/pnas.1514258112,26272924,,0027-8424,,2015,August,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,34,112,10565-10567
WOS:000221375300001,Ecology of prokaryotic viruses,"Weinbauer,MG",10.1016/j.femsre.2003.08.001,15109783,1574-6976,0168-6445,,2004,May,FEMS MICROBIOLOGY REVIEWS,2,28,127-181
WOS:000303440400027,Persisting Viral Sequences Shape Microbial CRISPR-based Immunity,"Weinberger,Ariel D.|Sun,Christine L.|Plucinski,Mateusz M.|Denef,Vincent J.|Thomas,Brian C.|Horvath,Philippe|Barrangou,Rodolphe|Gilmore,Michael S.|Getz,Wayne M.|Banfield,Jillian F.",10.1371/journal.pcbi.1002475,22532794,1553-7358,,,2012,April,PLOS COMPUTATIONAL BIOLOGY,4,8,
WOS:000281831400006,H-NS-mediated repression of CRISPR-based immunity in Escherichia coli K12 can be relieved by the transcription activator LeuO,"Westra,Edze R.|Pul,Uemit|Heidrich,Nadja|Jore,Matthijs M.|Lundgren,Magnus|Stratmann,Thomas|Wurm,Reinhild|Raine,Amanda|Mescher,Melina|Heereveld,Luc|Mastop,Marieke|Wagner,E. Gerhart H.|Schnetz,Karin|Oost,John|Wagner,Rolf|Brouns,Stan J. J.",10.1111/j.1365-2958.2010.07315.x,20659289,1365-2958,0950-382X,,2010,September,MOLECULAR MICROBIOLOGY,6,77,1380-1393
WOS:000311568300014,"The CRISPRs, They Are A-Changin': How Prokaryotes Generate Adaptive Immunity","Westra,Edze R.|Swarts,Daan C.|Staals,Raymond H. J.|Jore,Matthijs M.|Brouns,Stan J. J.|Oost,John",10.1146/annurev-genet-110711-155447,23145983,,0066-4197,,2012,,,,46,311-339
WOS:000305095400009,CRISPR Immunity Relies on the Consecutive Binding and Degradation of Negatively Supercoiled Invader DNA by Cascade and Cas3,"Westra,Edze R.|Erp,Paul B. G.|Kunne,Tim|Wong,Shi|Staals,Raymond H. J.|Seegers,Christel L. C.|Bollen,Sander|Jore,Matthijs M.|Semenova,Ekaterina|Severinov,Konstantin|Vos,Willem M.|Dame,Remus T.|Vries,Renko|Brouns,Stan J. J.|Oost,John",10.1016/j.molcel.2012.03.018,22521689,,1097-2765,,2012,June,MOLECULAR CELL,5,46,595-605
WOS:000325076600015,Type I-E CRISPR-Cas Systems Discriminate Target from Non-Target DNA through Base Pairing-Independent PAM Recognition,"Westra,Edze R.|Semenova,Ekaterina|Datsenko,Kirill A.|Jackson,Ryan N.|Wiedenheft,Blake|Severinov,Konstantin|Brouns,Stan J. J.",10.1371/journal.pgen.1003742,24039596,,1553-7404,,2013,September,PLOS GENETICS,9,9,
WOS:000334846500009,CRISPR-Cas systems: beyond adaptive immunity,"Westra,Edze R.|Buckling,Angus|Fineran,Peter C.",10.1038/nrmicro3241,24704746,1740-1534,1740-1526,,2014,May,NATURE REVIEWS MICROBIOLOGY,5,12,317-326
WOS:000354991800013,Use of the CRISPR/Cas9 System to Produce Genetically Engineered Pigs from In Vitro-Derived Oocytes and Embryos,"Whitworth,Kristin M.|Lee,Kiho|Benne,Joshua A.|Beaton,Benjamin P.|Spate,Lee D.|Murphy,Stephanie L.|Samuel,Melissa S.|Mao,Jiude|O'Gorman,Chad|Walters,Eric M.|Murphy,Clifton N.|Driver,John|Mileham,Alan|McLaren,David|Wells,Kevin D.|Prather,Randall S.",10.1095/biolreprod.114.121723,25100712,1529-7268,0006-3363,,2014,September,BIOLOGY OF REPRODUCTION,3,91,
WOS:000267039900015,Structural Basis for DNase Activity of a Conserved Protein Implicated in CRISPR-Mediated Genome Defense,"Wiedenheft,Blake|Zhou,Kaihong|Jinek,Martin|Coyle,Scott M.|Ma,Wendy|Doudna,Jennifer A.",10.1016/j.str.2009.03.019,19523907,1878-4186,0969-2126,,2009,June,STRUCTURE,6,17,904-912
WOS:000291857500020,RNA-guided complex from a bacterial immune system enhances target recognition through seed sequence interactions,"Wiedenheft,Blake|Duijn,Esther|Bultema,Jelle|Waghmare,Sakharam|Zhou,Kaihong|Barendregt,Arjan|Westphal,Wiebke|Heck,Albert|Boekema,Egbert|Dickman,Mark|Doudna,Jennifer A.",10.1073/pnas.1102716108,21536913,,0027-8424,,2011,June,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,25,108,10092-10097
WOS:000295080500045,Structures of the RNA-guided surveillance complex from a bacterial immune system,"Wiedenheft,Blake|Lander,Gabriel C.|Zhou,Kaihong|Jore,Matthijs M.|Brouns,Stan J. J.|Oost,John|Doudna,Jennifer A.|Nogales,Eva",10.1038/nature10402,21938068,,0028-0836,,2011,September,NATURE,7365,477,486-U141
WOS:000300287100034,RNA-guided genetic silencing systems in bacteria and archaea,"Wiedenheft,Blake|Sternberg,Samuel H.|Doudna,Jennifer A.",10.1038/nature10886,22337052,1476-4687,0028-0836,,2012,February,NATURE,7385,482,331-338
WOS:A1997WK57000051,Viable offspring derived from fetal and adult mammalian cells,"Wilmut,I|Schnieke,AE|McWhir,J|Kind,AJ|Campbell,KHS",10.1038/385810a0,9039911,,0028-0836,,1997,February,NATURE,6619,385,810-813
WOS:000371693700030,caRpools: an R package for exploratory data analysis and documentation of pooled CRISPR/Cas9 screens,"Winter,Jan|Breinig,Marco|Heigwer,Florian|Bruegemann,Dirk|Leible,Svenja|Pelz,Oliver|Zhan,Tianzuo|Boutros,Michael",10.1093/bioinformatics/btv617,26508755,1460-2059,1367-4803,,2016,February,BIOINFORMATICS,4,32,632-634
WOS:000368288700016,CTCF Binding Polarity Determines Chromatin Looping,"Wit,Elzo|Vos,Erica S. M.|Holwerda,Sjoerd J. B.|Valdes-Quezada,Christian|Verstegen,Marjon J. A. M.|Teunissen,Hans|Splinter,Erik|Wijchers,Patrick J.|Krijger,Peter H. L.|laat,Wouter",10.1016/j.molcel.2015.09.023,26527277,1097-4164,1097-2765,,2015,November,MOLECULAR CELL,4,60,676-684
WOS:000088492300007,DNA recognition by Cys(2)His(2) zinc finger proteins,"Wolfe,SA|Nekludova,L|Pabo,CO",10.1146/annurev.biophys.29.1.183,10940247,,1056-8700,,2000,,ANNUAL REVIEW OF BIOPHYSICS AND BIOMOLECULAR STRUCTURE,,29,183-212
WOS:000371204500067,Multiplexed barcoded CRISPR-Cas9 screening enabled by CombiGEM,"Wong,Alan S. L.|Choi,Gigi C. G.|Cui,Cheryl H.|Pregernig,Gabriela|Milani,Pamela|Adam,Miriam|Perli,Samuel D.|Kazer,Samuel W.|Gaillard,Aleth|Hermann,Mario|Shalek,Alex K.|Fraenkel,Ernest|Lu,Timothy K.",10.1073/pnas.1517883113,26864203,,0027-8424,,2016,March,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,9,113,2544-2549
WOS:000364916000023,DNA-free genome editing in plants with preassembled CRISPR-Cas9 ribonucleoproteins,"Woo,Je|Kim,Jungeun|Kwon,Soon|Corvalan,Claudia|Cho,Seung|Kim,Hyeran|Kim,Sang-Gyu|Kim,Sang-Tae|Choe,Sunghwa|Kim,Jin-Soo",10.1038/nbt.3389,26479191,1546-1696,1087-0156,,2015,November,NATURE BIOTECHNOLOGY,11,33,1162-U156
WOS:000350646500035,Rational design of a split-Cas9 enzyme complex,"Wright,Addison V.|Sternberg,Samuel H.|Taylor,David W.|Staahl,Brett T.|Bardales,Jorge A.|Kornfeld,Jack E.|Doudna,Jennifer A.",10.1073/pnas.1501698112,25713377,,0027-8424,,2015,March,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,10,112,2984-2989
WOS:000368339300007,Biology and Applications of CRISPR Systems: Harnessing Nature's Toolbox for Genome Engineering,"Wright,Addison V.|Nunez,James K.|Doudna,Jennifer A.",10.1016/j.cell.2015.12.035,26771484,1097-4172,0092-8674,,2016,January,CELL,1-2,164,29-44
WOS:000329571700009,Correction of a Genetic Disease in Mouse via Use of CRISPR-Cas9,"Wu,Yuxuan|Liang,Dan|Wang,Yinghua|Bai,Meizhu|Tang,Wei|Bao,Shiming|Yan,Zhiqiang|Li,Dangsheng|Li,Jinsong",10.1016/j.stem.2013.10.016,24315440,1875-9777,1934-5909,,2013,December,CELL STEM CELL,6,13,659-662
WOS:000338705900033,Genome-wide binding of the CRISPR endonuclease Cas9 in mammalian cells,"Wu,Xuebing|Scott,David A.|Kriz,Andrea J.|Chiu,Anthony C.|Hsu,Patrick D.|Dadon,Daniel B.|Cheng,Albert W.|Trevino,Alexandro E.|Konermann,Silvana|Chen,Sidi|Jaenisch,Rudolf|Zhang,Feng|Sharp,Phillip A.",10.1038/nbt.2889,24752079,1546-1696,1087-0156,,2014,July,NATURE BIOTECHNOLOGY,7,32,670+
WOS:000349330800009,Correction of a genetic disease by CRISPR-Cas9-mediated gene editing in mouse spermatogonial stem cells,"Wu,Yuxuan|Zhou,Hai|Fan,Xiaoying|Zhang,Ying|Zhang,Man|Wang,Yinghua|Xie,Zhenfei|Bai,Meizhu|Yin,Qi|Liang,Dan|Tang,Wei|Liao,Jiaoyang|Zhou,Chikai|Liu,Wujuan|Zhu,Ping|Guo,Hongshan|Pan,Hong|Wu,Chunlian|Shi,Huijuan|Wu,Ligang|Tang,Fuchou|Li,Jinsong",10.1038/cr.2014.160,25475058,1748-7838,1001-0602,,2015,January,CELL RESEARCH,1,25,67-79
WOS:000378676000029,The landscape of accessible chromatin in mammalian preimplantation embryos,"Wu,Jingyi|Huang,Bo|Chen,He|Yin,Qiangzong|Liu,Yang|Xiang,Yunlong|Zhang,Bingjie|Liu,Bofeng|Wang,Qiujun|Xia,Weikun|Li,Wenzhi|Li,Yuanyuan|Ma,Jing|Peng,Xu|Zheng,Hui|Ming,Jia|Zhang,Wenhao|Zhang,Jing|Tian,Geng|Xu,Feng|Chang,Zai|Na,Jie|Yang,Xuerui|Xie,Wei",10.1038/nature18606,27309802,1476-4687,0028-0836,,2016,June,NATURE,7609,534,652+
WOS:000400443300012,Structural basis of stringent PAM recognition by CRISPR-C2c1 in complex with sgRNA,"Wu,Dan|Guan,Xiaoyu|Zhu,Yuwei|Ren,Kuan|Huang,Zhiwei",10.1038/cr.2017.46,28374750,1748-7838,1001-0602,,2017,May,CELL RESEARCH,5,27,705-708
WOS:000396249600015,Interspecies Chimerism with Mammalian Pluripotent Stem Cells,"Wu,Jun|Platero-Luengo,Aida|Sakurai,Masahiro|Sugawara,Atsushi|Gil,Maria|Yamauchi,Takayoshi|Suzuki,Keiichiro|Bogliotti,Yanina|Cuello,Cristina|Valencia,Mariana|Okumura,Daiji|Luo,Jingping|Vilarino,Marcela|Parrilla,Inmaculada|Soto,Delia|Martinez,Cristina A.|Hishida,Tomoaki|Sanchez-Bautista,Sonia|Martinez-Martinez,M.|Wang,Huili|Nohalez,Alicia|Aizawa,Emi|Martinez-Redondo,Paloma|Ocampo,Alejandro|Reddy,Pradeep|Roca,Jordi|Maga,Elizabeth A.|Esteban,Concepcion|Berggren,W. Travis|Delicado,Estrella|Lajara,Jeronimo|Guillen,Isabel|Guillen,Pedro|Campistol,Josep M.|Martinez,Emilio A.|Ross,Pablo|Belmonte,Juan",10.1016/j.cell.2016.12.036,28129541,1097-4172,0092-8674,,2017,January,CELL,3,168,473+
WOS:000273249500014,A single-base resolution map of an archaeal transcriptome,"Wurtzel,Omri|Sapra,Rajat|Chen,Feng|Zhu,Yiwen|Simmons,Blake A.|Sorek,Rotem",10.1101/gr.100396.109,19884261,1549-5469,1088-9051,,2010,January,GENOME RESEARCH,1,20,133-141
WOS:000183948400004,The herpes simplex virus VP16-induced complex: the makings of a regulatory switch,"Wysocka,J|Herr,W",10.1016/S0968-0004(03)00088-4,12826401,1362-4326,0968-0004,,2003,June,TRENDS IN BIOCHEMICAL SCIENCES,6,28,294-304
WOS:000362083000005,Dimeric CRISPR RNA-Guided FokI-dCas9 Nucleases Directed by Truncated gRNAs for Highly Specific Genome Editing,"Wyvekens,Nicolas|Topkar,Ved V.|Khayter,Cyd|Joung,J. Keith|Tsai,Shengdar Q.",10.1089/hum.2015.084,26068112,1557-7422,1043-0342,,2015,July,HUMAN GENE THERAPY,7,26,425-431
WOS:000323050700006,Chromosomal deletions and inversions mediated by TALENs and CRISPR/Cas in zebrafish,"Xiao,An|Wang,Zhanxiang|Hu,Yingying|Wu,Yingdan|Luo,Zhou|Yang,Zhipeng|Zu,Yao|Li,Wenyuan|Huang,Peng|Tong,Xiangjun|Zhu,Zuoyan|Lin,Shuo|Zhang,Bo",10.1093/nar/gkt464,23748566,1362-4962,0305-1048,,2013,August,NUCLEIC ACIDS RESEARCH,14,41,
WOS:000335001000019,CasOT: a genome-wide Cas9/gRNA off-target searching tool,"Xiao,An|Cheng,Zhenchao|Kong,Lei|Zhu,Zuoyan|Lin,Shuo|Gao,Ge|Zhang,Bo",10.1093/bioinformatics/btt764,24389662,1460-2059,1367-4803,,2014,April,BIOINFORMATICS,8,30,1180-1182
WOS:000327541200019,RNA-Guided Genome Editing in Plants Using a CRISPRCas System,"Xie,Kabin|Yang,Yinong",10.1093/mp/sst119,23956122,1752-9867,1674-2052,,2013,November,MOLECULAR PLANT,6,6,1975-1983
WOS:000338917900053,sgRNAcas9: A Software Package for Designing CRISPR sgRNA and Evaluating Potential Off-Target Cleavage Sites,"Xie,Shengsong|Shen,Bin|Zhang,Chaobao|Huang,Xingxu|Zhang,Yonglian",10.1371/journal.pone.0100448,24956386,,1932-6203,,2014,June,PLOS ONE,6,9,
WOS:000341281200011,Seamless gene correction of beta-thalassemia mutations in patient-specific iPSCs using CRISPR/Cas9 and piggyBac,"Xie,Fei|Ye,Lin|Chang,Judy C.|Beyer,Ashley I.|Wang,Jiaming|Muench,Marcus O.|Kan,Yuet",10.1101/gr.173427.114,25096406,1549-5469,1088-9051,,2014,September,GENOME RESEARCH,9,24,1526-1533
WOS:000351060000101,Boosting CRISPR/Cas9 multiplex editing capability with the endogenous tRNA-processing system,"Xie,Kabin|Minkenberg,Bastian|Yang,Yinong",10.1073/pnas.1420294112,25733849,,0027-8424,,2015,March,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,11,112,3570-3575
WOS:000346933200001,A CRISPR/Cas9 toolkit for multiplex genome editing in plants,"Xing,Hui-Li|Dong,Li|Wang,Zhi-Ping|Zhang,Hai-Yan|Han,Chun-Yan|Liu,Bing|Wang,Xue-Chen|Chen,Qi-Jun",10.1186/s12870-014-0327-y,25432517,,1471-2229,,2014,November,BMC PLANT BIOLOGY,,14,
WOS:000382615800007,CRISPR/Cas9 for Human Genome Engineering and Disease Research,"Xiong,Xin|Chen,Meng|Lim,Wendell A.|Zhao,Dehua|Qi,Lei S.",10.1146/annurev-genom-083115-022258,27216776,,1527-8204,,2016,,,,17,131-154
WOS:000393191300047,Generation of induced pluripotent stem cells (iPSCs) stably expressing CRISPR-based synergistic activation mediator (SAM),"Xiong,Kai|Zhou,Yan|Hyttel,Poul|Bolund,Lars|Freude,Kristine|Luo,Yonglun",10.1016/j.scr.2016.10.011,27934604,1876-7753,1873-5061,,2016,November,STEM CELL RESEARCH,3,17,665-669
